id,has_vocals
2,True
3,False
4,False
5,True
7,False
8,False
10,False
12,False
13,False
17,False
18,True
19,False
20,False
21,True
22,False
24,False
25,False
31,True
32,False
35,False
37,False
39,False
40,False
41,True
42,False
43,False
44,True
45,False
46,False
47,False
48,False
49,False
50,True
51,False
52,True
53,True
54,True
55,False
56,False
58,True
59,False
60,False
62,False
64,True
65,False
67,False
68,True
69,False
70,False
71,False
72,True
73,False
74,True
76,False
77,True
78,False
79,True
80,False
81,True
82,True
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,True
92,True
93,False
95,False
96,False
98,False
99,True
101,False
102,False
103,False
104,False
105,False
106,False
107,True
108,False
109,False
110,False
111,False
112,False
113,True
114,False
115,True
116,False
117,False
118,True
119,False
120,False
121,True
122,False
123,False
124,False
125,False
126,False
127,True
128,False
129,False
130,True
131,False
133,False
134,True
135,True
136,False
137,True
138,False
140,True
142,True
143,True
144,False
145,False
146,True
148,False
149,False
150,False
151,False
152,False
153,True
154,False
155,False
156,False
157,True
158,False
159,False
160,False
161,True
162,True
163,True
164,False
166,False
167,True
168,False
169,True
170,True
171,True
172,False
173,False
174,True
175,False
176,False
177,True
178,False
179,False
180,True
181,True
182,True
184,False
185,True
186,True
187,True
188,False
189,True
190,False
191,True
192,True
193,False
194,True
195,False
196,False
197,True
198,False
199,False
201,True
202,False
203,True
204,True
205,True
206,False
207,False
208,True
209,False
210,False
211,False
212,True
213,False
214,True
215,False
216,False
217,False
218,True
219,False
220,False
221,False
222,True
223,False
224,False
225,False
226,True
227,True
228,True
229,False
231,True
232,False
233,True
234,False
235,False
236,False
237,True
238,True
239,True
240,False
241,True
242,False
243,True
244,True
245,False
246,False
247,False
248,False
250,False
253,True
254,False
257,False
258,True
260,False
262,True
264,False
265,True
266,True
269,False
270,False
272,False
273,False
274,True
275,False
276,False
278,False
279,False
280,True
281,False
282,False
284,False
285,False
286,True
288,False
289,True
290,False
292,False
293,False
294,True
296,False
297,False
298,False
299,False
300,False
301,False
302,False
303,True
304,False
305,False
306,False
307,False
308,False
309,False
310,True
311,True
312,False
313,False
314,False
315,False
316,False
317,False
318,False
319,False
320,False
321,True
322,True
323,False
324,False
325,False
326,True
327,True
328,True
329,True
330,False
332,True
333,False
334,True
335,False
336,False
338,False
339,False
340,False
341,False
342,True
343,False
344,False
345,True
346,False
347,False
348,False
349,True
350,False
352,False
353,False
354,True
355,True
356,True
357,False
358,False
359,True
360,False
361,False
362,False
364,False
365,False
366,True
367,False
368,False
369,True
370,True
371,False
372,False
374,False
375,True
376,False
378,False
379,False
380,True
381,False
383,False
384,False
386,False
387,True
390,False
391,False
392,False
393,False
395,False
397,False
399,False
400,False
401,False
402,False
403,False
404,False
405,False
406,False
407,False
408,False
410,False
415,False
416,False
419,False
420,False
422,True
423,False
425,False
426,True
427,False
428,False
429,False
430,False
431,False
432,False
435,False
436,True
437,False
440,False
441,True
442,False
444,False
445,True
448,False
449,False
450,False
451,False
452,False
453,True
454,False
455,False
456,False
458,False
459,True
460,False
461,True
462,True
463,True
464,False
466,False
467,False
468,False
469,False
472,False
473,False
475,False
477,False
478,False
479,False
480,True
481,False
482,False
484,False
485,True
486,True
487,False
488,False
489,False
490,False
492,False
493,False
494,False
496,False
497,False
498,False
499,False
500,False
501,False
502,False
503,False
504,False
506,False
507,True
512,True
513,True
514,False
515,False
518,False
519,False
520,False
521,False
522,False
523,False
524,False
525,False
527,False
529,False
530,False
535,False
536,False
537,True
540,False
544,False
547,True
550,False
551,False
554,True
555,False
556,False
558,True
560,False
561,False
564,True
565,False
568,True
574,False
577,False
579,False
580,True
581,True
582,False
584,True
585,True
586,False
591,True
592,False
594,True
597,False
598,False
600,False
605,True
606,False
607,False
608,False
609,False
610,False
611,False
612,False
613,True
614,False
615,True
616,False
617,False
620,False
621,False
622,False
623,True
625,False
628,False
629,False
631,False
632,False
634,False
635,False
637,True
638,False
639,False
640,False
643,False
644,False
645,False
646,False
647,False
648,False
649,True
650,False
651,True
652,False
653,False
654,False
656,False
657,False
658,False
660,True
661,False
662,False
663,False
664,False
665,False
666,True
667,True
668,False
671,False
672,True
673,False
674,False
675,False
676,False
677,False
681,False
682,False
684,False
685,True
686,True
687,False
688,False
689,False
690,False
691,False
692,False
693,False
695,False
696,False
697,False
698,False
699,False
700,False
702,False
703,False
704,False
706,False
707,False
708,True
709,False
710,True
711,False
712,False
713,False
714,False
715,True
717,False
718,False
719,False
721,False
722,False
723,False
724,False
725,False
726,True
727,True
728,False
729,False
730,False
731,False
732,False
733,False
734,False
735,False
736,False
737,False
738,True
739,False
740,False
741,False
742,False
743,False
744,False
745,False
746,True
747,True
748,False
749,False
750,False
756,False
757,False
758,False
759,False
763,False
764,False
767,False
769,False
773,False
775,False
776,True
777,True
779,False
780,False
781,False
782,False
784,True
787,True
789,False
790,False
791,True
794,False
795,False
796,True
797,False
798,False
799,False
800,False
801,False
804,False
805,False
806,True
807,False
808,True
810,False
811,False
813,False
814,False
815,False
818,False
819,False
820,False
823,True
824,False
825,False
826,True
829,False
830,True
831,False
833,False
834,True
836,False
839,False
841,False
844,True
845,True
846,False
848,False
850,True
851,False
852,True
854,True
855,False
856,True
857,False
858,False
859,False
860,False
863,True
864,False
865,False
866,False
867,True
869,True
871,False
872,False
873,False
874,True
876,False
879,False
880,False
882,False
884,False
886,False
887,False
889,False
890,False
891,True
892,True
893,False
897,False
898,False
899,False
902,True
903,False
904,False
908,False
909,False
910,False
911,True
913,False
915,False
921,False
924,False
925,True
926,False
928,False
931,False
932,False
934,False
936,False
938,False
939,True
941,False
942,False
944,False
945,True
949,False
952,False
954,True
955,False
956,False
957,True
958,False
959,False
960,False
961,False
962,False
964,False
967,True
968,False
970,False
973,False
974,False
976,False
977,False
978,False
979,False
980,False
981,False
983,True
985,True
986,False
987,False
988,False
989,False
990,True
991,False
993,False
994,True
995,True
996,False
997,False
999,False
1000,False
1001,False
1002,False
1003,False
1004,False
1005,False
1006,True
1007,True
1008,True
1009,True
1010,False
1011,False
1012,False
1013,False
1014,True
1015,True
1016,False
1017,False
1018,False
1019,True
1020,True
1021,False
1022,True
1023,False
1024,True
1025,False
1026,True
1027,False
1028,False
1029,False
1030,True
1031,False
1032,False
1033,False
1034,False
1035,False
1036,False
1037,True
1038,True
1039,False
1040,False
1041,True
1042,True
1043,False
1044,False
1045,False
1046,False
1047,False
1048,False
1049,True
1050,False
1051,True
1052,False
1053,False
1054,False
1055,False
1056,False
1057,False
1058,False
1059,False
1060,True
1061,True
1062,False
1063,False
1064,False
1065,False
1066,False
1067,False
1068,True
1069,False
1070,False
1071,False
1072,True
1073,False
1074,True
1075,True
1076,False
1077,False
1078,False
1079,True
1080,False
1081,True
1082,False
1083,False
1084,False
1085,False
1086,False
1087,True
1088,False
1089,False
1090,False
1091,True
1092,False
1093,True
1094,False
1095,False
1096,True
1097,False
1098,False
1099,False
1100,False
1101,False
1102,False
1103,True
1104,False
1105,False
1106,False
1107,False
1108,True
1109,False
1110,True
1111,False
1112,True
1113,False
1114,False
1115,True
1116,True
1117,False
1118,False
1119,False
1120,False
1121,False
1122,True
1123,False
1124,True
1125,False
1126,False
1127,False
1128,False
1129,True
1130,False
1131,True
1132,True
1133,True
1134,False
1135,True
1136,False
1137,False
1138,True
1139,True
1140,True
1141,True
1142,True
1143,False
1144,False
1145,True
1146,False
1147,False
1148,True
1149,False
1150,True
1151,True
1152,True
1153,False
1154,False
1155,False
1156,True
1157,True
1158,False
1159,False
1160,False
1161,False
1162,True
1163,False
1164,False
1165,False
1166,True
1167,True
1168,False
1169,False
1170,True
1171,False
1172,True
1173,False
1174,False
1175,False
1176,True
1177,False
1178,False
1179,False
1180,True
1181,True
1182,False
1183,False
1184,True
1185,False
1186,True
1187,False
1188,True
1189,True
1190,True
1191,False
1192,False
1193,False
1194,False
1195,True
1196,False
1197,False
1198,True
1199,False
1200,False
1201,True
1202,False
1203,True
1204,False
1205,True
1206,True
1207,True
1208,False
1209,False
1210,False
1211,False
1212,False
1213,True
1214,False
1215,True
1216,True
1217,False
1218,True
1219,True
1220,False
1221,False
1222,False
1223,False
1224,False
1225,True
1226,False
1227,False
1228,True
1229,False
1230,False
1231,False
1232,False
1233,False
1234,False
1235,True
1236,True
1237,False
1238,False
1239,True
1240,False
1241,False
1242,True
1243,False
1244,False
1245,True
1246,False
1247,True
1248,False
1249,False
1250,False
1251,False
1252,True
1253,False
1254,True
1255,True
1256,True
1257,False
1258,True
1259,True
1260,False
1261,False
1262,False
1263,False
1264,True
1265,True
1266,False
1267,True
1268,True
1269,True
1270,False
1271,True
1272,False
1273,False
1274,True
1275,False
1276,False
1277,False
1278,True
1279,True
1280,False
1281,False
1282,False
1283,False
1284,False
1285,True
1286,True
1287,False
1288,False
1289,False
1290,True
1291,False
1292,True
1293,False
1294,False
1295,False
1296,False
1297,False
1298,False
1299,False
1300,False
1301,False
1302,True
1303,False
1304,False
1305,False
1306,True
1307,True
1308,False
1309,False
1310,False
1311,True
1312,True
1313,False
1314,True
1315,True
1316,False
1317,True
1318,False
1319,True
1320,False
1321,True
1322,False
1323,True
1324,False
1325,False
1326,False
1327,False
1328,False
1329,False
1330,False
1331,False
1332,False
1333,False
1334,False
1335,False
1336,False
1337,False
1338,False
1339,False
1340,False
1341,True
1342,True
1343,False
1344,False
1345,False
1346,False
1347,False
1348,False
1349,True
1350,True
1351,False
1352,False
1353,False
1354,False
1355,False
1356,True
1357,False
1358,True
1359,False
1360,True
1361,False
1362,False
1363,True
1364,True
1365,False
1366,False
1367,False
1368,False
1369,False
1370,False
1371,True
1372,False
1373,False
1374,True
1375,False
1376,False
1377,False
1378,False
1379,False
1380,False
1381,False
1382,False
1383,False
1384,False
1385,False
1386,False
1387,True
1388,False
1389,False
1390,False
1391,True
1392,False
1393,False
1394,False
1395,False
1396,False
1397,False
1398,False
1399,False
1400,False
1401,False
1402,True
1403,True
1404,False
1405,False
1406,True
1407,False
1408,True
1409,True
1410,True
1411,True
1412,True
1413,True
1414,False
1415,False
1416,False
1417,False
1418,False
1419,False
1420,False
1421,False
1422,True
1423,False
1424,False
1425,False
1426,False
1427,True
1428,True
1429,False
1430,True
1431,False
1432,True
1433,False
1434,True
1435,False
1436,True
1437,True
1438,False
1439,True
1440,True
1441,True
1442,False
1443,True
1444,True
1445,True
1446,False
1447,False
1448,False
1449,False
1450,False
1451,True
1452,False
1453,False
1454,False
1455,False
1456,True
1457,True
1458,False
1459,False
1460,False
1461,False
1462,True
1463,True
1464,True
1465,True
1466,False
1467,False
1468,False
1469,False
1470,False
1471,True
1472,True
1473,True
1474,True
1475,False
1476,False
1477,False
1478,True
1479,True
1480,True
1481,False
1482,True
1483,False
1484,False
1485,False
1486,True
1487,False
1488,True
1489,True
1490,False
1491,False
1492,False
1493,False
1494,False
1495,True
1496,False
1497,False
1498,False
1499,False
1500,False
1501,False
1502,True
1503,False
1504,True
1505,False
1506,False
1507,False
1508,False
1509,False
1510,True
1511,True
1512,True
1513,True
1514,True
1515,False
1516,False
1517,True
1518,True
1519,True
1520,True
1521,True
1522,True
1523,False
1524,False
1525,False
1526,False
1527,False
1528,True
1529,False
1530,False
1531,False
1532,False
1533,True
1534,True
1535,True
1536,False
1537,True
1538,False
1539,True
1540,False
1541,False
1542,False
1543,False
1544,True
1545,True
1546,False
1547,True
1548,False
1549,True
1550,False
1551,True
1552,True
1553,True
1554,False
1555,True
1556,True
1557,True
1558,True
1559,False
1560,False
1561,True
1562,True
1563,False
1564,True
1565,True
1566,False
1567,False
1568,True
1569,True
1570,False
1571,True
1572,False
1573,False
1574,False
1575,False
1576,True
1577,False
1578,False
1579,True
1580,False
1581,False
1582,True
1583,False
1584,True
1585,True
1586,True
1587,False
1588,False
1589,True
1590,True
1591,False
1592,True
1593,False
1594,True
1595,True
1596,True
1597,True
1598,True
1599,True
1600,False
1601,False
1602,True
1603,False
1604,True
1605,True
1606,False
1607,True
1608,True
1609,True
1610,True
1611,False
1612,False
1613,False
1614,False
1615,False
1616,False
1617,False
1618,True
1619,False
1620,False
1621,False
1622,False
1623,False
1624,False
1625,True
1626,False
1627,False
1628,False
1629,False
1630,False
1631,False
1632,False
1633,False
1634,False
1635,False
1636,True
1637,False
1638,False
1639,False
1640,False
1641,False
1642,False
1643,False
1644,False
1645,True
1646,False
1647,False
1648,False
1649,False
1650,False
1651,False
1652,False
1653,False
1654,False
1655,False
1656,False
1657,False
1658,False
1659,False
1660,False
1661,True
1662,False
1663,False
1664,False
1665,False
1666,False
1667,False
1668,True
1669,False
1670,True
1671,True
1672,False
1673,False
1674,True
1675,False
1676,False
1677,False
1678,True
1679,False
1680,False
1681,False
1682,False
1683,False
1684,False
1685,False
1686,False
1687,True
1688,False
1689,True
1690,False
1691,False
1692,False
1693,False
1694,True
1695,False
1696,True
1697,False
1698,False
1699,False
1700,False
1701,True
1702,False
1703,True
1704,False
1705,False
1706,True
1707,False
1708,False
1709,True
1710,True
1711,False
1712,False
1713,False
1714,True
1715,False
1716,False
1717,False
1718,False
1719,False
1720,False
1721,False
1722,False
1723,False
1724,False
1725,False
1726,False
1727,False
1728,False
1729,False
1730,False
1731,False
1732,True
1733,False
1734,False
1735,False
1736,False
1737,False
1738,False
1739,False
1740,False
1741,False
1742,False
1743,False
1744,False
1745,False
1746,False
1747,False
1748,True
1749,True
1750,False
1751,False
1752,False
1753,False
1754,False
1755,False
1756,False
1757,False
1758,True
1759,False
1760,False
1761,False
1762,False
1763,False
1764,False
1765,False
1766,False
1767,False
1768,False
1769,False
1770,False
1771,True
1772,True
1773,False
1774,True
1775,False
1776,True
1777,False
1778,True
1779,False
1780,False
1781,False
1782,False
1783,False
1784,False
1785,True
1786,False
1787,False
1788,True
1789,False
1790,False
1791,False
1792,False
1793,False
1794,False
1795,True
1796,False
1797,False
1798,False
1799,False
1800,False
1801,True
1802,True
1803,False
1804,False
1805,False
1806,True
1807,False
1808,False
1809,True
1810,False
1811,True
1812,False
1813,False
1814,True
1815,True
1816,False
1817,True
1818,True
1819,False
1820,True
1821,False
1822,False
1823,False
1824,True
1825,True
1826,False
1827,False
1828,False
1829,True
1830,True
1831,False
1832,False
1833,True
1834,False
1835,True
1836,False
1837,True
1838,False
1839,False
1840,False
1841,True
1842,False
1843,False
1844,False
1845,False
1846,True
1847,False
1848,False
1849,False
1850,False
1851,False
1852,True
1853,True
1854,False
1855,False
1856,True
1857,False
1858,False
1859,False
1860,False
1861,False
1862,True
1863,False
1864,False
1865,True
1866,False
1867,False
1868,False
1869,False
1870,False
1871,True
1872,True
1873,False
1874,True
1875,False
1876,False
1877,True
1878,False
1879,True
1880,False
1881,False
1882,True
1883,False
1884,True
1885,True
1886,False
1887,False
1888,False
1889,True
1890,False
1891,True
1892,False
1893,True
1894,False
1895,False
1896,False
1897,False
1898,True
1899,True
1900,True
1901,False
1902,False
1903,False
1904,False
1905,False
1906,False
1907,False
1908,False
1909,True
1910,False
1911,False
1912,False
1913,False
1914,True
1915,False
1916,False
1917,False
1918,False
1919,True
1920,False
1921,False
1922,False
1923,False
1924,False
1925,False
1926,False
1927,False
1928,False
1929,True
1930,False
1931,False
1932,False
1933,False
1934,True
1935,False
1936,False
1937,False
1938,True
1939,False
1940,False
1941,False
1942,False
1943,False
1944,False
1945,True
1946,False
1947,False
1948,False
1949,False
1950,False
1951,False
1952,False
1953,True
1954,False
1955,False
1956,False
1957,False
1958,False
1959,False
1960,False
1961,True
1962,False
1963,True
1964,False
1965,False
1966,True
1967,False
1968,False
1969,True
1970,False
1971,False
1972,False
1973,True
1974,False
1975,False
1976,False
1977,False
1978,True
1979,False
1980,True
1981,True
1982,False
1983,False
1984,False
1985,False
1986,True
1987,False
1988,False
1989,True
1990,False
1991,False
1992,True
1993,True
1994,False
1995,False
1996,False
1997,True
1998,False
1999,False
2000,False
2001,False
2002,False
2003,False
2004,False
2005,False
2006,True
2007,False
2008,False
2009,False
2010,False
2011,False
2012,False
2013,False
2014,False
2015,False
2016,False
2017,False
2018,False
2019,False
2020,False
2021,False
2022,False
2023,False
2024,False
2025,False
2026,False
2027,False
2028,False
2029,False
2030,False
2031,True
2032,False
2033,False
2034,False
2035,False
2036,False
2037,False
2038,False
2039,False
2040,True
2041,True
2042,False
2043,False
2044,True
2045,False
2046,False
2047,False
2048,False
2049,False
2050,False
2051,False
2052,True
2053,False
2054,False
2055,False
2056,False
2057,False
2058,False
